artist_id,track_id
109958eb-a335-4c5e-907e-597ff4c6af46,5e6x5YRnMJIKvYpZxLqdpH
b665b768-0d83-4363-950c-31ed39317c15,5FqYA8KfiwsQvyBI4IamnY
b7f2cca2-72c6-41fb-ae33-53370fc62fe7,5LNiqEqpDc8TuqPy79kDBu
54799c0e-eb45-4eea-996d-c4d71a63c499,78MI7mu1LV1k4IA2HzKmHe
eea8a864-fcda-4602-9569-38ab446decd6,78MI7mu1LV1k4IA2HzKmHe
479e16b4-2b26-40d1-ba65-9ce5ea8ae6a6,6MN6yRVriszuyAVlyF8ndB
197450cd-0124-4164-b723-3c22dd16494d,2dR5WkrpwylTuT3jRWNufa
0dbd6300-efdc-420b-857e-895e18fad317,2dR5WkrpwylTuT3jRWNufa
54799c0e-eb45-4eea-996d-c4d71a63c499,33jt3kYWjQzqn3xyYQ5ZEh
eea8a864-fcda-4602-9569-38ab446decd6,33jt3kYWjQzqn3xyYQ5ZEh
b09ae88f-4156-4caa-b129-1cacb5e1632e,1xUJ1mdLAysxNBtO9w3J2g
4476453a-d37e-4c52-b60d-07c90b6fa661,3GOZbK2epuHzCt5YvvVFHO
d185d986-ee96-4fd3-bd61-8c848a4765b6,1CDBaGlisZlOJzvx88lL8A
00dbf694-d614-44cc-91d3-21bf18800e3d,6rK27cC9hX0e1Chrnxo9Vn
5c8cb181-38fe-4300-8153-650b2ed0258f,2xm9ihELo6xwrRKrBbPql9
51e0df97-1fe2-401c-ba92-9f854b7831c3,7ysmJhXFQtiBQlk6EZ6sks
cfa7c6b1-bbb3-4f9a-a636-cbfafb9b4bcf,72PqmnVj86bfTnkFiQ9Mx9
8cdf780e-b909-4d25-9060-e552e95b3414,1czzmAtPTw287TyMQEfCfg
b625448e-bf4a-41c3-a421-72ad46cdb831,1ZXu0ib26kWfQQngREMcU2
de0222a6-e1c4-403d-8b01-3f66d505061b,1GZD0TZJHmdQaZsucHBmWT
4a0c1055-ec66-47a0-a668-c60f48477ed2,2qswPLZD9CbUoSidGNyxwm
24f1766e-9635-4d58-a4d4-9413f9f98a4c,4SFBV7SRNG2e2kyL1F6kjU
1f9df192-a621-4f54-8850-2c5373b7eac9,3zLTPuucd3e6TxZnu2dlVS
2297faf9-2cc0-45c6-bfcf-e9280d640f6d,3zLTPuucd3e6TxZnu2dlVS
29561415-1e42-4f3f-b459-e73660587b45,0jOnZhF75V68VsBObWx2XO
27870d47-bb98-42d1-bf2b-c7e972e6befc,1upQiytDIEZfl9ItruoXuC
a11744d1-1329-4fa0-8519-395397650820,1upQiytDIEZfl9ItruoXuC
be50643c-0377-4968-b48c-47e06b2e2a3b,1cmigB9I6IRpFqjIbzvSQB
67fe97e3-3d7b-4b8f-ad14-b753f73e6515,1cmigB9I6IRpFqjIbzvSQB
e1d521ea-5b97-4981-987c-ba988b2a87d7,5fdp9rXfEixCGLM1Og4EN1
80873f5a-4a2e-442b-ba99-bdf7988972ae,5fdp9rXfEixCGLM1Og4EN1
27bc8cf5-72e1-4888-87de-259fbcaac3ff,1n9741DApqn5gvuxhgerCt
7c0ae486-bab5-410f-9ece-255c11f4876d,1n9741DApqn5gvuxhgerCt
cba412a5-4f8d-4999-827a-92b63e112892,1n9741DApqn5gvuxhgerCt
8d610e51-64b4-4654-b8df-064b0fb7a9d9,0cqcRqZgkNHanWQ8slYA0v
fac566b2-7a0e-4977-ad92-533f43420975,0cqcRqZgkNHanWQ8slYA0v
509c772e-1164-4457-8d09-0553cfa77d64,0cqcRqZgkNHanWQ8slYA0v
fde4460b-868a-493e-8c53-221e418c8959,0k6P9cdEA9K3k0ASde2Kof
a6cfbbbf-9a04-42e5-9016-781dfdfc70a7,0k6P9cdEA9K3k0ASde2Kof
81c9ae67-9eaf-4e47-836a-62b7bbc91664,4rrrn8OLrttq7r9RgNXalU
38712b4c-0fd4-4c65-8c7a-45676fecc973,4rrrn8OLrttq7r9RgNXalU
2cd475bb-1abd-40c4-9904-6d4b691c752c,3GecLjGMqzjmgkvy2v41Wf
369a975d-76d5-4696-9fa6-b82d770bead5,3GecLjGMqzjmgkvy2v41Wf
2cd475bb-1abd-40c4-9904-6d4b691c752c,2u9VGZmVz7Rm01SfDgzcfA
8f88db93-5914-4754-82ee-7d889bbc573e,4FycxLfl7H5CQnqw9J6LXZ
2be16616-557d-40b7-a191-8f4ff640ddbe,4FycxLfl7H5CQnqw9J6LXZ
